airline,flight,source_city,departure_time,stops,arrival_time,destination_city,class,duration,days_left,price
Indigo,6E-6104,Bangalore,Morning,one,Evening,Delhi,Economy,5.33,35,3310
Vistara,UK-776,Kolkata,Evening,one,Night,Hyderabad,Economy,27.18,40,7383
Indigo,6E-967,Delhi,Evening,one,Night,Bangalore,Economy,5.16,13,8884
Air_India,AI-732,Kolkata,Afternoon,one,Early_Morning,Chennai,Business,18.58,43,53861
Indigo,6E-312,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,6.63,9,15932
Vistara,UK-808,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.03,37,6536
Air_India,AI-773,Kolkata,Evening,one,Morning,Delhi,Business,17.02,17,55579
AirAsia,I5-721,Delhi,Night,zero,Night,Bangalore,Economy,2.79,15,7878
Vistara,UK-834,Chennai,Evening,one,Evening,Kolkata,Economy,26.28,36,5388
Vistara,UK-826,Chennai,Afternoon,one,Early_Morning,Hyderabad,Business,19.04,28,40638
Air_India,AI-501,Bangalore,Afternoon,one,Morning,Hyderabad,Business,21.16,5,58185
Vistara,UK-995,Delhi,Morning,one,Night,Chennai,Business,12.67,12,67896
AirAsia,I5-830,Kolkata,Night,one,Afternoon,Bangalore,Economy,12.67,17,5868
Air_India,AI-415,Delhi,Evening,one,Night,Bangalore,Business,28.19,2,55345
Vistara,UK-774,Kolkata,Night,one,Night,Delhi,Economy,26.18,22,9763
Vistara,UK-832,Chennai,Early_Morning,one,Evening,Mumbai,Business,10.84,12,78932
Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Business,2.33,20,28496
Vistara,UK-996,Mumbai,Evening,one,Night,Chennai,Business,25.61,20,64880
Vistara,UK-720,Kolkata,Early_Morning,one,Evening,Bangalore,Business,9.88,14,60876
Air_India,AI-808,Bangalore,Night,one,Morning,Mumbai,Business,13.05,18,50022
Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Business,11.28,23,55614
SpiceJet,SG-678,Chennai,Early_Morning,zero,Morning,Mumbai,Economy,1.85,39,2888
Vistara,UK-708,Kolkata,Night,one,Morning,Mumbai,Business,13.35,40,77440
Air_India,AI-683,Mumbai,Night,one,Late_Night,Delhi,Economy,6.49,34,5832
Vistara,UK-817,Delhi,Evening,two_or_more,Morning,Chennai,Economy,16.72,6,16547
Air_India,AI-9517,Bangalore,Evening,one,Afternoon,Delhi,Economy,20.33,19,4137
Indigo,6E-6214,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.95,25,4703
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.79,18,4945
GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,11.18,36,4144
Vistara,UK-927,Delhi,Morning,one,Morning,Bangalore,Economy,25.15,2,10027
Vistara,UK-812,Bangalore,Morning,one,Evening,Chennai,Business,6.64,21,57133
Air_India,AI-676,Kolkata,Morning,one,Night,Hyderabad,Economy,11.21,44,4991
GO_FIRST,G8-286,Delhi,Morning,one,Evening,Mumbai,Economy,7.42,16,17065
Vistara,UK-894,Hyderabad,Evening,one,Morning,Mumbai,Economy,15.65,6,9401
Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Business,22.73,6,43990
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,10.96,39,5025
Vistara,UK-834,Chennai,Evening,one,Evening,Hyderabad,Economy,23.89,30,4040
Air_India,AI-430,Chennai,Morning,one,Night,Kolkata,Economy,12.26,44,4292
Air_India,AI-9501,Bangalore,Early_Morning,two_or_more,Early_Morning,Chennai,Economy,24.01,29,6086
Air_India,AI-748,Bangalore,Late_Night,one,Night,Chennai,Business,20.75,13,43718
SpiceJet,SG-612,Chennai,Night,one,Night,Delhi,Economy,26.14,38,5018
Indigo,6E-354,Mumbai,Afternoon,one,Evening,Chennai,Economy,6.0,24,4216
Air_India,AI-687,Mumbai,Afternoon,one,Morning,Kolkata,Business,17.04,29,52303
Vistara,UK-876,Hyderabad,Night,one,Afternoon,Delhi,Economy,15.12,2,12555
Indigo,6E-6006,Chennai,Afternoon,one,Night,Mumbai,Economy,7.53,15,7942
Air_India,AI-631,Mumbai,Evening,two_or_more,Afternoon,Bangalore,Economy,17.06,48,8112
Vistara,UK-772,Kolkata,Morning,one,Night,Delhi,Economy,12.85,5,16357
Vistara,UK-852,Bangalore,Morning,one,Night,Delhi,Business,12.46,22,57213
Vistara,UK-637,Delhi,Evening,one,Evening,Bangalore,Economy,24.63,13,12240
Vistara,UK-830,Hyderabad,Morning,one,Evening,Kolkata,Business,9.51,43,51313
Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,19.23,35,50049
Vistara,UK-720,Kolkata,Early_Morning,two_or_more,Evening,Bangalore,Economy,11.5,19,8222
Vistara,UK-877,Mumbai,Morning,two_or_more,Night,Chennai,Business,9.52,34,66371
Air_India,AI-573,Bangalore,Afternoon,one,Morning,Delhi,Business,20.56,43,50702
Vistara,UK-858,Bangalore,Early_Morning,one,Night,Delhi,Business,15.09,19,56187
Air_India,AI-675,Mumbai,Early_Morning,one,Evening,Delhi,Economy,11.91,46,5930
SpiceJet,SG-406,Kolkata,Night,zero,Night,Bangalore,Economy,2.74,16,6486
Air_India,AI-616,Hyderabad,Morning,one,Night,Delhi,Business,12.55,35,42861
Air_India,AI-505,Bangalore,Morning,one,Night,Mumbai,Business,11.57,47,53089
Vistara,UK-826,Chennai,Afternoon,one,Evening,Kolkata,Economy,28.15,30,6698
Air_India,AI-840,Hyderabad,Night,one,Morning,Mumbai,Business,12.25,19,43679
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Business,8.75,11,64919
Vistara,UK-863,Mumbai,Morning,one,Afternoon,Delhi,Business,5.18,43,53435
Vistara,UK-930,Mumbai,Early_Morning,one,Evening,Hyderabad,Economy,9.3,12,10215
Air_India,AI-672,Chennai,Afternoon,two_or_more,Night,Delhi,Economy,30.44,12,13277
Vistara,UK-877,Mumbai,Morning,one,Afternoon,Delhi,Business,25.74,49,41885
Air_India,AI-430,Chennai,Morning,one,Evening,Mumbai,Economy,7.79,6,9675
Vistara,UK-951,Delhi,Afternoon,one,Early_Morning,Hyderabad,Business,17.85,40,38882
GO_FIRST,G8-537,Kolkata,Evening,one,Late_Night,Bangalore,Economy,7.49,46,7034
Indigo,6E-7261,Chennai,Afternoon,one,Evening,Hyderabad,Economy,5.05,36,5685
Vistara,UK-838,Chennai,Night,one,Evening,Hyderabad,Business,20.01,38,50292
Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Business,12.8,6,70441
Air_India,AI-610,Bangalore,Evening,one,Night,Hyderabad,Economy,26.53,25,3906
Vistara,UK-951,Delhi,Afternoon,one,Evening,Bangalore,Business,5.04,44,42994
Air_India,AI-506,Delhi,Morning,one,Afternoon,Kolkata,Business,27.65,48,57416
Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,13.26,9,71295
Vistara,UK-832,Chennai,Early_Morning,one,Night,Bangalore,Business,16.56,13,61531
Air_India,AI-839,Delhi,Night,one,Early_Morning,Chennai,Economy,10.49,43,3370
GO_FIRST,G8-227,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,8.77,19,5732
Vistara,UK-706,Kolkata,Morning,one,Evening,Bangalore,Economy,9.31,10,14723
GO_FIRST,G8-327,Mumbai,Early_Morning,one,Night,Hyderabad,Economy,14.88,14,4184
Air_India,AI-619,Mumbai,Night,one,Afternoon,Bangalore,Business,18.13,34,28182
Vistara,UK-944,Mumbai,Afternoon,one,Night,Hyderabad,Business,8.29,1,75934
Indigo,6E-654,Delhi,Evening,zero,Night,Bangalore,Economy,2.85,18,4492
Vistara,UK-836,Chennai,Morning,two_or_more,Night,Bangalore,Economy,10.41,37,6402
AirAsia,I5-588,Kolkata,Afternoon,one,Night,Delhi,Economy,8.9,29,3023
Air_India,AI-678,Delhi,Morning,zero,Morning,Mumbai,Business,2.48,27,22303
Vistara,UK-970,Mumbai,Morning,one,Night,Bangalore,Business,13.64,7,79044
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Kolkata,Economy,16.26,33,7429
Indigo,6E-2247,Delhi,Morning,one,Evening,Bangalore,Economy,8.8,12,9962
GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Night,Kolkata,Economy,6.39,26,5255
Vistara,UK-852,Bangalore,Morning,two_or_more,Night,Chennai,Economy,10.62,46,9584
Vistara,UK-738,Kolkata,Evening,one,Morning,Chennai,Business,15.31,32,65214
Air_India,AI-639,Mumbai,Morning,one,Evening,Kolkata,Business,8.03,14,45683
Vistara,UK-706,Kolkata,Morning,two_or_more,Evening,Bangalore,Economy,8.94,25,7702
SpiceJet,SG-3002,Delhi,Early_Morning,one,Morning,Mumbai,Economy,4.14,25,2697
Air_India,AI-808,Bangalore,Night,one,Evening,Hyderabad,Economy,22.53,4,12734
Vistara,UK-832,Chennai,Early_Morning,one,Night,Mumbai,Business,16.84,30,57939
Vistara,UK-963,Delhi,Morning,one,Evening,Chennai,Business,11.3,10,59692
Vistara,UK-828,Chennai,Early_Morning,one,Afternoon,Delhi,Business,7.66,23,55988
Air_India,AI-9505,Bangalore,Morning,one,Night,Delhi,Economy,14.44,5,12847
Indigo,6E-271,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,5.75,49,3836
Vistara,UK-772,Kolkata,Morning,one,Night,Hyderabad,Business,10.41,40,47048
Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Business,9.64,14,68861
Air_India,AI-713,Kolkata,Afternoon,one,Evening,Delhi,Business,29.6,24,46377
Vistara,UK-878,Hyderabad,Afternoon,one,Evening,Bangalore,Economy,5.1,34,5179
AirAsia,I5-552,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,10.93,42,6919
Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Business,9.29,18,39888
Air_India,AI-765,Kolkata,Afternoon,one,Evening,Mumbai,Business,26.17,49,44575
AirAsia,I5-2473,Kolkata,Morning,one,Late_Night,Delhi,Economy,15.51,41,2917
Vistara,UK-830,Hyderabad,Morning,one,Night,Mumbai,Economy,11.58,31,4952
Vistara,UK-876,Hyderabad,Night,one,Morning,Kolkata,Business,12.14,23,49986
SpiceJet,SG-1059,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.32,14,6036
Air_India,AI-501,Bangalore,Afternoon,one,Night,Hyderabad,Business,10.34,21,54001
Air_India,AI-676,Kolkata,Morning,one,Night,Delhi,Economy,14.39,12,13177
GO_FIRST,G8-7562,Kolkata,Afternoon,one,Night,Bangalore,Economy,10.06,28,5975
Air_India,AI-669,Mumbai,Morning,one,Afternoon,Bangalore,Business,26.34,31,40089
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,13.86,16,49429
Air_India,AI-809,Mumbai,Morning,one,Night,Hyderabad,Economy,13.62,43,4182
Air_India,AI-665,Delhi,Early_Morning,one,Night,Kolkata,Business,15.84,16,54103
Indigo,6E-161,Bangalore,Afternoon,one,Evening,Mumbai,Economy,3.83,43,4138
Air_India,AI-770,Kolkata,Night,one,Evening,Chennai,Economy,22.89,42,4987
Indigo,6E-345,Kolkata,Morning,one,Evening,Chennai,Economy,10.07,42,3092
Indigo,6E-156,Chennai,Night,one,Early_Morning,Kolkata,Economy,8.88,18,2987
Vistara,UK-811,Delhi,Early_Morning,zero,Morning,Bangalore,Business,2.61,13,33174
Vistara,UK-876,Hyderabad,Night,zero,Night,Mumbai,Business,1.6,44,18143
Vistara,UK-940,Mumbai,Evening,one,Evening,Hyderabad,Business,21.2,18,67911
Air_India,AI-806,Mumbai,Early_Morning,one,Morning,Hyderabad,Business,24.95,47,44987
Vistara,UK-816,Bangalore,Morning,one,Night,Mumbai,Business,10.5,12,79332
Vistara,UK-930,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,2.22,43,3014
Vistara,UK-673,Delhi,Afternoon,one,Evening,Mumbai,Business,5.15,12,42977
Air_India,AI-543,Hyderabad,Morning,one,Night,Mumbai,Business,10.16,23,49378
Vistara,UK-826,Chennai,Afternoon,one,Night,Bangalore,Business,10.51,14,44847
Air_India,AI-665,Delhi,Early_Morning,one,Evening,Bangalore,Business,10.33,31,44625
Vistara,UK-824,Chennai,Night,one,Morning,Bangalore,Business,14.21,10,44454
Vistara,UK-985,Delhi,Evening,one,Morning,Chennai,Economy,15.87,28,5045
GO_FIRST,G8-717,Delhi,Evening,one,Morning,Kolkata,Economy,16.04,7,10584
Vistara,UK-778,Kolkata,Afternoon,one,Morning,Bangalore,Business,17.29,16,67506
Air_India,AI-808,Bangalore,Night,one,Afternoon,Mumbai,Business,16.1,25,55447
Air_India,AI-765,Kolkata,Evening,one,Morning,Mumbai,Business,13.1,36,43184
Vistara,UK-776,Kolkata,Evening,one,Night,Bangalore,Business,5.12,37,51783
Vistara,UK-772,Kolkata,Morning,two_or_more,Night,Hyderabad,Economy,10.56,25,7916
Vistara,UK-823,Mumbai,Evening,one,Morning,Delhi,Economy,16.07,26,4698
Vistara,UK-778,Kolkata,Afternoon,one,Night,Bangalore,Economy,8.07,7,16431
Vistara,UK-720,Kolkata,Early_Morning,one,Morning,Hyderabad,Business,26.43,40,50994
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Bangalore,Business,14.01,44,58594
Indigo,6E-2338,Delhi,Afternoon,one,Evening,Hyderabad,Economy,6.84,20,3973
Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,12.44,44,70534
Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,11.71,47,6019
AirAsia,I5-510,Hyderabad,Early_Morning,one,Evening,Bangalore,Economy,9.21,8,3226
AirAsia,I5-773,Delhi,Evening,one,Early_Morning,Mumbai,Economy,11.91,23,2364
Air_India,AI-401,Delhi,Early_Morning,zero,Morning,Kolkata,Business,2.1,28,26867
Air_India,AI-768,Kolkata,Afternoon,one,Morning,Chennai,Business,17.55,9,58337
Vistara,UK-876,Hyderabad,Night,one,Morning,Bangalore,Economy,11.23,45,5393
Air_India,AI-540,Delhi,Night,zero,Night,Chennai,Business,3.37,25,26067
Vistara,UK-778,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.04,41,6695
Vistara,UK-776,Kolkata,Evening,one,Late_Night,Delhi,Business,7.41,26,52972
GO_FIRST,G8-515,Hyderabad,Morning,one,Afternoon,Delhi,Economy,5.67,17,6070
Indigo,6E-541,Bangalore,Morning,one,Evening,Hyderabad,Economy,8.69,19,3052
Air_India,AI-770,Kolkata,Night,one,Morning,Mumbai,Business,12.5,15,51042
Air_India,AI-807,Delhi,Evening,zero,Night,Bangalore,Business,2.86,1,34292
Air_India,AI-806,Mumbai,Early_Morning,one,Night,Kolkata,Economy,14.26,23,5300
Air_India,AI-539,Chennai,Evening,one,Night,Mumbai,Economy,28.37,2,26945
Air_India,AI-698,Hyderabad,Night,one,Evening,Delhi,Economy,20.72,49,4733
Vistara,UK-993,Delhi,Afternoon,one,Evening,Chennai,Business,6.9,47,59209
Air_India,AI-885,Delhi,Morning,one,Night,Mumbai,Economy,11.65,8,22020
Vistara,UK-955,Delhi,Evening,zero,Night,Mumbai,Economy,2.33,48,2927
Vistara,UK-890,Hyderabad,Evening,one,Early_Morning,Mumbai,Economy,14.06,8,9502
GO_FIRST,G8-363,Mumbai,Night,one,Morning,Kolkata,Economy,10.02,48,5186
Indigo,6E-5312,Mumbai,Morning,two_or_more,Evening,Kolkata,Economy,9.24,10,9967
Vistara,UK-822,Chennai,Morning,one,Early_Morning,Hyderabad,Economy,22.22,46,5474
Vistara,UK-822,Chennai,Morning,two_or_more,Night,Hyderabad,Economy,10.79,32,6090
Indigo,6E-2753,Delhi,Evening,one,Late_Night,Bangalore,Economy,8.95,26,3590
Vistara,UK-876,Hyderabad,Night,one,Night,Bangalore,Business,23.04,17,43180
Vistara,UK-822,Chennai,Morning,one,Night,Delhi,Economy,10.71,25,4882
Air_India,AI-804,Bangalore,Early_Morning,one,Night,Mumbai,Business,15.05,19,54520
Air_India,AI-636,Delhi,Afternoon,one,Night,Kolkata,Business,8.37,46,54297
Indigo,6E-967,Delhi,Evening,one,Night,Bangalore,Economy,5.03,42,4045
Air_India,AI-559,Hyderabad,Early_Morning,one,Night,Chennai,Business,14.65,7,73955
Vistara,UK-772,Kolkata,Morning,one,Night,Hyderabad,Business,12.41,49,89865
Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Delhi,Business,19.21,16,40446
SpiceJet,SG-401,Mumbai,Early_Morning,zero,Morning,Kolkata,Economy,2.53,16,7287
Vistara,UK-854,Bangalore,Evening,one,Morning,Delhi,Economy,13.85,19,4122
GO_FIRST,G8-805,Bangalore,Morning,one,Night,Kolkata,Economy,13.88,35,6252
Indigo,6E-146,Bangalore,Late_Night,zero,Early_Morning,Kolkata,Economy,2.57,10,5586
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,8.6,29,6651
Vistara,UK-832,Chennai,Early_Morning,one,Night,Hyderabad,Business,15.94,18,50850
Air_India,AI-505,Bangalore,Morning,one,Night,Hyderabad,Business,12.95,36,55548
Vistara,UK-977,Delhi,Evening,one,Evening,Kolkata,Economy,24.81,33,7317
Air_India,AI-673,Mumbai,Early_Morning,one,Night,Delhi,Business,13.19,24,40854
Air_India,AI-616,Hyderabad,Morning,one,Night,Delhi,Business,12.11,19,38185
SpiceJet,SG-4010,Chennai,Morning,one,Late_Night,Delhi,Economy,15.94,22,4036
Vistara,UK-850,Bangalore,Evening,one,Evening,Kolkata,Business,23.81,8,52775
Air_India,AI-471,Delhi,Afternoon,one,Evening,Mumbai,Business,4.6,47,36623
Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,12.61,30,85592
AirAsia,I5-740,Delhi,Early_Morning,one,Evening,Chennai,Economy,9.12,19,1998
GO_FIRST,G8-363,Mumbai,Night,one,Morning,Bangalore,Economy,11.45,11,5122
Air_India,AI-569,Chennai,Early_Morning,one,Night,Delhi,Business,15.12,10,45941
Vistara,UK-776,Kolkata,Evening,one,Early_Morning,Bangalore,Business,14.42,15,62048
Air_India,AI-805,Delhi,Evening,one,Evening,Bangalore,Business,22.63,40,43920
Vistara,UK-852,Bangalore,Morning,zero,Morning,Mumbai,Business,1.85,42,20778
Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Business,23.21,37,49793
Indigo,6E-581,Chennai,Morning,one,Evening,Hyderabad,Economy,9.34,49,1096
Vistara,UK-772,Kolkata,Morning,one,Early_Morning,Bangalore,Business,21.33,46,49716
Air_India,AI-770,Kolkata,Night,one,Evening,Bangalore,Economy,19.53,36,6346
Vistara,UK-877,Mumbai,Morning,one,Evening,Delhi,Business,9.14,12,47203
Vistara,UK-834,Chennai,Evening,one,Morning,Mumbai,Economy,16.82,36,4699
Vistara,UK-820,Bangalore,Evening,one,Evening,Kolkata,Business,24.45,48,62666
Vistara,UK-963,Delhi,Morning,one,Night,Hyderabad,Business,12.0,6,55407
Indigo,6E-2057,Delhi,Evening,zero,Night,Kolkata,Economy,2.44,16,4321
Air_India,AI-635,Mumbai,Early_Morning,one,Afternoon,Kolkata,Economy,7.47,44,5047
Air_India,AI-504,Delhi,Night,one,Early_Morning,Hyderabad,Economy,10.41,28,6046
Vistara,UK-836,Chennai,Morning,one,Evening,Kolkata,Business,8.87,26,66043
Vistara,UK-708,Kolkata,Night,one,Morning,Mumbai,Economy,15.13,14,8302
Vistara,UK-738,Kolkata,Evening,one,Early_Morning,Mumbai,Economy,13.14,30,6246
Air_India,AI-526,Kolkata,Evening,one,Evening,Delhi,Business,23.53,16,45681
Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,7.6,12,56062
Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Economy,10.48,2,12139
AirAsia,I5-588,Kolkata,Afternoon,one,Night,Mumbai,Economy,6.97,37,3362
Air_India,AI-442,Mumbai,Afternoon,one,Morning,Hyderabad,Business,18.94,43,45639
Vistara,UK-708,Kolkata,Night,one,Evening,Bangalore,Business,20.66,36,60003
Air_India,AI-525,Hyderabad,Early_Morning,one,Night,Mumbai,Business,14.08,36,52340
GO_FIRST,G8-173,Delhi,Morning,one,Evening,Bangalore,Economy,6.81,39,4065
Vistara,UK-880,Hyderabad,Afternoon,one,Night,Mumbai,Economy,7.95,18,5115
Indigo,6E-269,Chennai,Morning,one,Evening,Delhi,Economy,8.14,38,3374
Vistara,UK-995,Delhi,Morning,one,Morning,Chennai,Business,22.61,4,55892
Air_India,AI-747,Kolkata,Night,one,Afternoon,Delhi,Business,16.87,21,57586
Indigo,6E-6721,Mumbai,Early_Morning,zero,Morning,Delhi,Economy,1.76,15,2427
GO_FIRST,G8-509,Hyderabad,Early_Morning,zero,Early_Morning,Bangalore,Economy,0.87,26,1653
Air_India,AI-503,Bangalore,Evening,one,Evening,Hyderabad,Business,25.61,34,53824
Air_India,AI-503,Bangalore,Evening,one,Evening,Mumbai,Business,24.15,26,53634
Vistara,UK-808,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,9.75,2,11290
Vistara,UK-809,Delhi,Evening,two_or_more,Morning,Chennai,Business,15.8,5,102577
Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Business,9.59,9,54815
Vistara,UK-953,Delhi,Night,one,Evening,Kolkata,Business,20.13,27,54225
Vistara,UK-820,Bangalore,Evening,one,Evening,Kolkata,Business,24.02,20,61808
Indigo,6E-893,Kolkata,Morning,one,Evening,Mumbai,Economy,9.88,31,3303
Air_India,AI-738,Bangalore,Morning,one,Night,Delhi,Business,11.96,17,40525
Air_India,AI-687,Mumbai,Afternoon,one,Night,Chennai,Economy,7.67,25,4453
Vistara,UK-836,Chennai,Morning,one,Night,Mumbai,Business,9.41,13,65244
Vistara,UK-986,Mumbai,Night,one,Afternoon,Hyderabad,Business,13.51,26,48046
Vistara,UK-977,Delhi,Evening,one,Early_Morning,Bangalore,Business,13.0,18,66487
Vistara,UK-706,Kolkata,Morning,one,Evening,Mumbai,Business,6.38,43,51585
Air_India,AI-768,Kolkata,Afternoon,zero,Evening,Delhi,Business,2.37,15,28987
Indigo,6E-2753,Delhi,Evening,one,Night,Bangalore,Economy,6.51,36,3451
Indigo,6E-562,Chennai,Evening,one,Night,Delhi,Economy,6.97,17,3344
Vistara,UK-955,Delhi,Evening,one,Early_Morning,Hyderabad,Business,14.06,31,55436
Vistara,UK-822,Chennai,Morning,one,Evening,Bangalore,Business,9.45,33,43925
Vistara,UK-955,Delhi,Evening,one,Evening,Kolkata,Business,22.92,37,69894
Air_India,AI-440,Chennai,Early_Morning,one,Night,Kolkata,Business,16.1,25,54248
Vistara,UK-771,Mumbai,Early_Morning,one,Night,Delhi,Business,13.75,35,60968
Indigo,6E-332,Bangalore,Night,zero,Night,Mumbai,Economy,1.75,6,6184
Air_India,AI-839,Delhi,Night,zero,Night,Hyderabad,Business,2.15,39,24149
GO_FIRST,G8-116,Bangalore,Early_Morning,one,Night,Hyderabad,Economy,14.38,44,6028
Vistara,UK-823,Mumbai,Evening,one,Night,Delhi,Business,6.09,9,66544
Vistara,UK-941,Delhi,Evening,one,Night,Chennai,Economy,6.47,29,5011
Vistara,UK-774,Kolkata,Night,one,Morning,Chennai,Economy,12.29,31,7441
Vistara,UK-774,Kolkata,Night,one,Evening,Bangalore,Economy,21.25,42,6277
AirAsia,I5-588,Kolkata,Afternoon,zero,Evening,Bangalore,Economy,2.7,48,3844
Vistara,UK-774,Kolkata,Night,one,Night,Bangalore,Business,24.16,34,50532
Air_India,AI-501,Bangalore,Afternoon,one,Evening,Mumbai,Business,6.74,19,56246
Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Business,8.25,32,53022
Vistara,UK-830,Hyderabad,Morning,one,Night,Kolkata,Business,12.31,6,52497
Vistara,UK-838,Chennai,Night,one,Morning,Mumbai,Business,14.45,39,57455
Air_India,AI-672,Chennai,Afternoon,one,Night,Delhi,Economy,32.92,24,7062
Vistara,UK-824,Chennai,Night,one,Late_Night,Delhi,Business,27.32,6,59196
AirAsia,I5-510,Kolkata,Early_Morning,one,Afternoon,Bangalore,Economy,10.92,20,3793
Vistara,UK-933,Delhi,Afternoon,zero,Evening,Mumbai,Business,2.35,49,33103
Vistara,UK-776,Kolkata,Evening,one,Morning,Chennai,Business,18.08,34,57347
Vistara,UK-814,Bangalore,Night,one,Morning,Mumbai,Business,14.18,47,71178
Vistara,UK-838,Chennai,Night,one,Afternoon,Hyderabad,Economy,15.53,27,3864
Vistara,UK-836,Chennai,Morning,one,Night,Kolkata,Business,11.88,41,64500
Air_India,AI-615,Mumbai,Early_Morning,one,Night,Delhi,Business,17.19,22,41578
Air_India,AI-440,Chennai,Early_Morning,one,Evening,Mumbai,Business,12.12,6,48309
Air_India,AI-501,Bangalore,Afternoon,one,Night,Hyderabad,Business,10.19,2,54433
Indigo,6E-591,Chennai,Morning,zero,Afternoon,Hyderabad,Economy,1.34,17,1637
Air_India,AI-766,Chennai,Morning,one,Night,Delhi,Business,11.75,35,48308
Vistara,UK-933,Delhi,Afternoon,one,Evening,Kolkata,Business,28.54,5,61919
AirAsia,I5-1782,Bangalore,Night,one,Early_Morning,Mumbai,Economy,10.82,33,2149
Vistara,UK-867,Bangalore,Afternoon,one,Afternoon,Mumbai,Business,25.84,28,40131
Air_India,AI-877,Delhi,Morning,one,Evening,Mumbai,Business,6.45,6,39749
Air_India,AI-440,Chennai,Early_Morning,one,Night,Bangalore,Business,13.91,37,57061
Air_India,AI-770,Kolkata,Night,one,Morning,Chennai,Economy,12.5,27,5825
Air_India,AI-526,Kolkata,Evening,one,Morning,Delhi,Economy,13.94,34,4243
Air_India,AI-679,Mumbai,Morning,one,Evening,Chennai,Business,5.79,10,31222
Vistara,UK-879,Delhi,Evening,one,Night,Mumbai,Business,5.4,34,40654
Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Business,21.56,30,63904
Air_India,AI-440,Chennai,Early_Morning,one,Afternoon,Kolkata,Economy,8.29,44,4779
Vistara,UK-846,Bangalore,Morning,one,Night,Chennai,Economy,14.78,6,9461
Indigo,6E-5327,Kolkata,Evening,zero,Night,Mumbai,Economy,2.84,36,4540
Indigo,6E-2092,Delhi,Evening,one,Night,Mumbai,Economy,5.26,14,6113
Air_India,AI-868,Delhi,Evening,one,Morning,Bangalore,Business,17.46,42,42453
Vistara,UK-854,Bangalore,Evening,one,Night,Hyderabad,Economy,26.33,49,5182
Vistara,UK-824,Chennai,Night,one,Evening,Bangalore,Business,22.74,5,44753
Vistara,UK-824,Chennai,Night,one,Morning,Kolkata,Economy,13.12,46,7230
Vistara,UK-944,Mumbai,Afternoon,one,Morning,Chennai,Business,19.36,29,63271
Indigo,6E-369,Delhi,Night,one,Morning,Mumbai,Economy,10.62,28,3394
Vistara,UK-851,Mumbai,Early_Morning,zero,Morning,Bangalore,Business,1.83,1,24797
Air_India,AI-671,Mumbai,Morning,one,Night,Delhi,Business,14.43,42,49636
SpiceJet,SG-612,Chennai,Night,zero,Night,Mumbai,Economy,2.01,22,3020
Air_India,AI-698,Hyderabad,Night,one,Evening,Delhi,Business,20.32,48,39831
Vistara,UK-830,Hyderabad,Morning,one,Morning,Kolkata,Business,22.21,26,47817
Air_India,AI-619,Mumbai,Night,one,Night,Bangalore,Economy,25.82,14,8302
Vistara,UK-854,Bangalore,Evening,one,Morning,Chennai,Business,17.47,34,43887
Vistara,UK-820,Bangalore,Evening,one,Evening,Kolkata,Business,25.64,26,61354
Air_India,AI-640,Bangalore,Early_Morning,one,Evening,Delhi,Economy,11.4,12,11039
Vistara,UK-772,Kolkata,Morning,one,Evening,Delhi,Economy,6.6,34,6466
